event_id,timestamp,asset_id,mitre_technique_id,description,severity,source_ip,action_taken,downtime_hours_caused,records_compromised
EVT-728ce7cc,2026-08-08T11:09:16.426946,AST-1014,T1003.001,LSASS Memory Credential Dumping,High,35.97.33.50,Alerted,0,0
EVT-36b843b2,2026-08-08T11:09:16.426955,AST-1019,T1486,Data Encrypted for Impact (Ransomware),Critical,46.224.78.135,Allowed,58,0
EVT-e029426d,2026-08-07T07:09:16.426965,AST-1039,T1003.001,LSASS Memory Credential Dumping,High,137.251.126.195,Blocked,0,0
EVT-25c272f1,2026-08-06T00:09:16.426973,AST-1012,T1110.001,Password Guessing,Low,71.164.143.26,Alerted,0,0
EVT-784f653b,2026-08-08T16:09:16.426981,AST-1030,T1003.001,LSASS Memory Credential Dumping,High,247.240.249.101,Blocked,0,0
EVT-74c93bf3,2026-08-19T14:09:16.426990,AST-1030,T1486,Data Encrypted for Impact (Ransomware),Critical,31.76.243.183,Allowed,24,0
EVT-c9fd9403,2026-08-18T10:09:16.426997,AST-1038,T1078,Valid Accounts,Medium,66.10.227.132,Blocked,0,0
EVT-1c91a0a7,2026-07-28T16:09:16.427005,AST-1018,T1078,Valid Accounts,Medium,72.154.187.17,Allowed,0,0
EVT-d2dc1dfb,2026-08-13T12:09:16.427013,AST-1031,T1110.001,Password Guessing,Low,168.28.182.90,Alerted,0,0
EVT-67d23d49,2026-08-01T22:09:16.427021,AST-1005,T1486,Data Encrypted for Impact (Ransomware),Critical,82.33.7.40,Blocked,0,0
EVT-c1ee6f4d,2026-08-13T05:09:16.427030,AST-1039,T1003.001,LSASS Memory Credential Dumping,High,240.208.186.128,Alerted,0,0
EVT-ba132589,2026-08-08T10:09:16.427038,AST-1011,T1486,Data Encrypted for Impact (Ransomware),Critical,67.83.228.37,Blocked,0,0
EVT-f7e9b791,2026-08-16T01:09:16.427046,AST-1033,T1110.001,Password Guessing,Low,233.213.185.242,Blocked,0,0
EVT-f9e56d1c,2026-08-16T08:09:16.427054,AST-1019,T1486,Data Encrypted for Impact (Ransomware),Critical,212.1.91.255,Blocked,0,0
EVT-b2b2c326,2026-07-30T07:09:16.427062,AST-1028,T1003.001,LSASS Memory Credential Dumping,High,164.73.86.114,Alerted,0,0
EVT-90c01cfe,2026-08-20T05:09:16.427070,AST-1031,T1059.001,PowerShell Execution,Medium,5.140.147.155,Alerted,0,0
EVT-ac0556b3,2026-08-24T17:09:16.427077,AST-1019,T1110.001,Password Guessing,Low,193.199.73.171,Allowed,0,0
EVT-c4638cee,2026-08-26T06:09:16.427085,AST-1014,T1003.001,LSASS Memory Credential Dumping,High,34.188.73.105,Alerted,0,0
EVT-7e6105b6,2026-08-11T04:09:16.427093,AST-1023,T1003.001,LSASS Memory Credential Dumping,High,196.139.179.237,Blocked,0,0
EVT-fb79c264,2026-08-16T04:09:16.427101,AST-1044,T1110.001,Password Guessing,Low,157.3.100.237,Alerted,0,0
EVT-42775eb2,2026-08-19T17:09:16.427109,AST-1030,T1003.001,LSASS Memory Credential Dumping,High,139.13.29.65,Blocked,0,0
EVT-bde13e0b,2026-08-09T20:09:16.427117,AST-1007,T1486,Data Encrypted for Impact (Ransomware),Critical,47.21.245.31,Alerted,0,0
EVT-9f156f48,2026-08-03T18:09:16.427125,AST-1004,T1078,Valid Accounts,Medium,2.73.32.186,Allowed,0,0
EVT-85257a8d,2026-08-01T21:09:16.427134,AST-1014,T1110.001,Password Guessing,Low,205.70.164.102,Allowed,0,0
EVT-9f7790c2,2026-08-09T00:09:16.427143,AST-1033,T1003.001,LSASS Memory Credential Dumping,High,43.39.72.186,Allowed,0,13247
EVT-1f365bf3,2026-08-07T02:09:16.427151,AST-1030,T1003.001,LSASS Memory Credential Dumping,High,205.116.182.170,Blocked,0,0
EVT-2c386650,2026-08-26T07:09:16.427160,AST-1042,T1486,Data Encrypted for Impact (Ransomware),Critical,154.159.152.146,Blocked,0,0
EVT-2dcf857d,2026-08-20T03:09:16.427168,AST-1018,T1059.001,PowerShell Execution,Medium,213.39.86.225,Blocked,0,0
EVT-55782131,2026-08-04T03:09:16.427177,AST-1035,T1110.001,Password Guessing,Low,79.89.172.112,Blocked,0,0
EVT-1097fd4b,2026-08-24T13:09:16.427185,AST-1016,T1003.001,LSASS Memory Credential Dumping,High,207.101.170.101,Blocked,0,0
EVT-ea135904,2026-08-13T07:09:16.427192,AST-1022,T1059.001,PowerShell Execution,Medium,20.165.198.30,Alerted,0,0
EVT-297db71f,2026-08-12T02:09:16.427199,AST-1014,T1003.001,LSASS Memory Credential Dumping,High,42.86.146.167,Alerted,0,0
EVT-1a453fbb,2026-08-18T23:09:16.427207,AST-1028,T1110.001,Password Guessing,Low,183.171.27.28,Allowed,0,0
EVT-51a36526,2026-08-20T16:09:16.427215,AST-1014,T1110.001,Password Guessing,Low,81.72.59.140,Blocked,0,0
EVT-24425733,2026-08-21T02:09:16.427223,AST-1034,T1486,Data Encrypted for Impact (Ransomware),Critical,58.122.53.61,Allowed,64,0
EVT-fe2e27a9,2026-08-08T19:09:16.427230,AST-1023,T1078,Valid Accounts,Medium,178.83.227.175,Alerted,0,0
EVT-95efcf81,2026-08-05T08:09:16.427240,AST-1028,T1078,Valid Accounts,Medium,120.234.183.129,Alerted,0,0
EVT-27916ab9,2026-08-19T14:09:16.427249,AST-1023,T1059.001,PowerShell Execution,Medium,40.133.156.8,Allowed,0,0
EVT-12853f0f,2026-08-24T00:09:16.427258,AST-1009,T1486,Data Encrypted for Impact (Ransomware),Critical,22.71.75.110,Allowed,52,0
EVT-e9e9f592,2026-08-09T02:09:16.427265,AST-1035,T1078,Valid Accounts,Medium,71.236.11.65,Blocked,0,0
EVT-fff86716,2026-08-09T06:09:16.427272,AST-1021,T1110.001,Password Guessing,Low,223.172.160.163,Alerted,0,0
EVT-73517740,2026-08-07T03:09:16.427280,AST-1044,T1110.001,Password Guessing,Low,128.58.230.53,Allowed,0,0
EVT-17a3a736,2026-08-07T20:09:16.427288,AST-1000,T1078,Valid Accounts,Medium,13.12.251.75,Blocked,0,0
EVT-4174f918,2026-08-10T22:09:16.427295,AST-1010,T1078,Valid Accounts,Medium,59.205.127.156,Blocked,0,0
EVT-582da9f7,2026-08-21T21:09:16.427303,AST-1012,T1486,Data Encrypted for Impact (Ransomware),Critical,235.213.159.63,Blocked,0,0
EVT-dce91f62,2026-08-04T18:09:16.427313,AST-1012,T1003.001,LSASS Memory Credential Dumping,High,136.32.208.246,Allowed,0,5812
EVT-6c8ccc7b,2026-08-16T19:09:16.427321,AST-1029,T1059.001,PowerShell Execution,Medium,154.186.192.98,Allowed,0,0
EVT-d4d9a94e,2026-08-03T19:09:16.427329,AST-1018,T1059.001,PowerShell Execution,Medium,199.229.173.237,Allowed,0,0
EVT-22fd15aa,2026-07-31T21:09:16.427338,AST-1037,T1078,Valid Accounts,Medium,34.235.23.151,Alerted,0,0
EVT-2edd21ea,2026-08-24T17:09:16.427346,AST-1020,T1078,Valid Accounts,Medium,140.7.50.38,Blocked,0,0
EVT-0fb3ff02,2026-08-02T05:09:16.427353,AST-1013,T1059.001,PowerShell Execution,Medium,159.173.138.106,Blocked,0,0
EVT-5e6c6934,2026-08-06T19:09:16.427361,AST-1041,T1110.001,Password Guessing,Low,141.155.231.250,Allowed,0,0
EVT-7b0b4550,2026-08-15T05:09:16.427369,AST-1038,T1486,Data Encrypted for Impact (Ransomware),Critical,55.231.41.48,Allowed,70,0
EVT-b7d3fb95,2026-08-24T17:09:16.427376,AST-1011,T1110.001,Password Guessing,Low,95.46.94.63,Blocked,0,0
EVT-1c577d7d,2026-08-21T00:09:16.427384,AST-1020,T1003.001,LSASS Memory Credential Dumping,High,163.116.109.143,Alerted,0,0
EVT-1e65a910,2026-08-23T15:09:16.427391,AST-1019,T1078,Valid Accounts,Medium,158.101.78.50,Blocked,0,0
EVT-a80c9652,2026-07-30T21:09:16.427398,AST-1042,T1486,Data Encrypted for Impact (Ransomware),Critical,90.94.135.117,Alerted,0,0
EVT-10ce1910,2026-08-13T00:09:16.427407,AST-1029,T1486,Data Encrypted for Impact (Ransomware),Critical,190.207.129.106,Allowed,55,0
EVT-8d1d454e,2026-08-12T00:09:16.427414,AST-1010,T1059.001,PowerShell Execution,Medium,48.76.99.174,Blocked,0,0
EVT-92fc8ae0,2026-08-09T00:09:16.427422,AST-1044,T1003.001,LSASS Memory Credential Dumping,High,55.171.85.191,Blocked,0,0
EVT-7a07beab,2026-08-13T03:09:16.427430,AST-1008,T1078,Valid Accounts,Medium,163.127.100.43,Allowed,0,0
EVT-f35204c6,2026-08-06T19:09:16.427438,AST-1010,T1110.001,Password Guessing,Low,189.138.240.103,Allowed,0,0
EVT-0e3fb9f0,2026-08-05T04:09:16.427446,AST-1019,T1059.001,PowerShell Execution,Medium,40.211.70.196,Alerted,0,0
EVT-0269a8e2,2026-08-03T10:09:16.427453,AST-1009,T1110.001,Password Guessing,Low,95.212.193.182,Blocked,0,0
EVT-0051918b,2026-08-06T19:09:16.427462,AST-1036,T1059.001,PowerShell Execution,Medium,82.161.59.72,Allowed,0,0
EVT-95535492,2026-08-24T07:09:16.427470,AST-1023,T1078,Valid Accounts,Medium,62.194.4.72,Blocked,0,0
EVT-b59e8982,2026-08-05T22:09:16.427480,AST-1017,T1110.001,Password Guessing,Low,34.245.11.132,Blocked,0,0
EVT-ef79b11d,2026-08-22T18:09:16.427489,AST-1042,T1110.001,Password Guessing,Low,181.228.70.233,Alerted,0,0
EVT-79ab4249,2026-08-08T14:09:16.427497,AST-1030,T1486,Data Encrypted for Impact (Ransomware),Critical,64.130.160.136,Blocked,0,0
EVT-0ba028a1,2026-08-17T19:09:16.427505,AST-1046,T1486,Data Encrypted for Impact (Ransomware),Critical,146.195.118.181,Alerted,0,0
EVT-d0d81aca,2026-08-12T19:09:16.427513,AST-1010,T1059.001,PowerShell Execution,Medium,160.62.246.227,Alerted,0,0
EVT-b061f4cd,2026-08-26T06:09:16.427521,AST-1037,T1486,Data Encrypted for Impact (Ransomware),Critical,124.238.43.164,Alerted,0,0
EVT-34fb21a7,2026-08-17T12:09:16.427529,AST-1046,T1003.001,LSASS Memory Credential Dumping,High,71.121.15.195,Allowed,0,46606
EVT-8474fa7a,2026-08-14T05:09:16.427537,AST-1023,T1110.001,Password Guessing,Low,183.137.119.102,Alerted,0,0
EVT-33c3f22c,2026-08-06T22:09:16.427544,AST-1014,T1110.001,Password Guessing,Low,189.65.80.101,Blocked,0,0
EVT-ca1bb091,2026-07-30T14:09:16.427552,AST-1012,T1078,Valid Accounts,Medium,86.19.87.147,Blocked,0,0
EVT-0c279cf8,2026-08-07T12:09:16.427560,AST-1006,T1003.001,LSASS Memory Credential Dumping,High,193.199.169.179,Alerted,0,0
EVT-2e4500c1,2026-08-06T17:09:16.427567,AST-1036,T1003.001,LSASS Memory Credential Dumping,High,139.45.27.10,Alerted,0,0
EVT-93710e9f,2026-08-08T17:09:16.427575,AST-1048,T1078,Valid Accounts,Medium,173.82.45.234,Allowed,0,0
EVT-ac43c789,2026-08-05T16:09:16.427583,AST-1009,T1003.001,LSASS Memory Credential Dumping,High,163.66.214.80,Allowed,0,36293
EVT-71cf54a8,2026-08-17T08:09:16.427591,AST-1036,T1078,Valid Accounts,Medium,129.13.59.130,Blocked,0,0
EVT-65518b2d,2026-08-11T01:09:16.427599,AST-1040,T1486,Data Encrypted for Impact (Ransomware),Critical,151.114.65.33,Alerted,0,0
EVT-3fa07249,2026-08-11T08:09:16.427607,AST-1020,T1078,Valid Accounts,Medium,161.144.144.77,Alerted,0,0
EVT-1ef889f0,2026-08-20T15:09:16.427615,AST-1003,T1486,Data Encrypted for Impact (Ransomware),Critical,154.196.29.130,Allowed,40,0
EVT-c31615b3,2026-08-12T17:09:16.427623,AST-1020,T1110.001,Password Guessing,Low,186.181.215.6,Allowed,0,0
EVT-9891b7fd,2026-08-10T02:09:16.427631,AST-1021,T1110.001,Password Guessing,Low,30.202.193.10,Alerted,0,0
EVT-f7c12e8a,2026-08-01T09:09:16.427641,AST-1011,T1003.001,LSASS Memory Credential Dumping,High,124.83.8.250,Allowed,0,29973
EVT-ba87afe4,2026-08-01T13:09:16.427652,AST-1006,T1110.001,Password Guessing,Low,77.74.210.42,Alerted,0,0
EVT-7e4446a5,2026-08-15T00:09:16.427660,AST-1033,T1486,Data Encrypted for Impact (Ransomware),Critical,233.209.128.135,Blocked,0,0
EVT-b78268f6,2026-08-03T22:09:16.427668,AST-1011,T1486,Data Encrypted for Impact (Ransomware),Critical,171.116.76.75,Blocked,0,0
EVT-3f7bb7a3,2026-08-21T07:09:16.427676,AST-1018,T1110.001,Password Guessing,Low,80.4.248.85,Alerted,0,0
EVT-dbb1c823,2026-08-22T16:09:16.427683,AST-1005,T1486,Data Encrypted for Impact (Ransomware),Critical,62.152.198.170,Blocked,0,0
EVT-d8197daa,2026-08-20T09:09:16.427691,AST-1032,T1059.001,PowerShell Execution,Medium,37.119.140.210,Alerted,0,0
EVT-27a75cf6,2026-08-05T04:09:16.427699,AST-1001,T1078,Valid Accounts,Medium,111.116.254.101,Allowed,0,0
EVT-0a2dcf2a,2026-08-02T07:09:16.427707,AST-1047,T1059.001,PowerShell Execution,Medium,46.109.203.249,Blocked,0,0
EVT-4eb61d1e,2026-08-11T01:09:16.427715,AST-1024,T1110.001,Password Guessing,Low,176.235.50.33,Allowed,0,0
EVT-32ee269b,2026-08-17T18:09:16.427723,AST-1020,T1078,Valid Accounts,Medium,99.183.142.235,Blocked,0,0
EVT-5c80f24f,2026-08-08T09:09:16.427732,AST-1000,T1486,Data Encrypted for Impact (Ransomware),Critical,100.87.185.28,Alerted,0,0
EVT-3e42e768,2026-08-03T19:09:16.427739,AST-1023,T1059.001,PowerShell Execution,Medium,88.215.84.56,Alerted,0,0
EVT-454682fd,2026-08-23T19:09:16.427747,AST-1032,T1003.001,LSASS Memory Credential Dumping,High,62.243.68.196,Blocked,0,0
EVT-7be98f70,2026-08-12T23:09:16.427755,AST-1012,T1003.001,LSASS Memory Credential Dumping,High,71.59.171.158,Allowed,0,40696
