event_id,timestamp,asset_id,mitre_technique_id,description,severity,source_ip,action_taken,downtime_hours_caused,records_compromised
EVT-ad397353,2026-08-20T00:26:30.114469,AST-1023,T1059.001,PowerShell Execution,Medium,243.143.175.83,Alerted,0,0
EVT-16e7b32f,2026-08-17T21:26:30.114482,AST-1045,T1003.001,LSASS Memory Credential Dumping,High,251.243.193.38,Allowed,0,32590
EVT-c60a1a99,2026-08-26T13:26:30.114494,AST-1046,T1110.001,Password Guessing,Low,227.253.168.58,Allowed,0,0
EVT-f1ecc11a,2026-08-24T18:26:30.114506,AST-1041,T1059.001,PowerShell Execution,Medium,96.182.241.252,Alerted,0,0
EVT-cc0f663f,2026-08-11T10:26:30.114519,AST-1017,T1003.001,LSASS Memory Credential Dumping,High,230.22.5.244,Alerted,0,0
EVT-4f40d1e7,2026-08-24T09:26:30.114531,AST-1011,T1110.001,Password Guessing,Low,88.216.37.172,Alerted,0,0
EVT-bcb004fd,2026-09-01T01:26:30.114542,AST-1022,T1059.001,PowerShell Execution,Medium,37.83.17.150,Allowed,0,0
EVT-efca7ec8,2026-08-11T16:26:30.114553,AST-1013,T1078,Valid Accounts,Medium,255.191.248.185,Alerted,0,0
EVT-69ac6d37,2026-08-17T07:26:30.114566,AST-1008,T1110.001,Password Guessing,Low,152.8.229.178,Allowed,0,0
EVT-f9941820,2026-08-03T07:26:30.114579,AST-1044,T1078,Valid Accounts,Medium,4.77.74.8,Blocked,0,0
EVT-394faccd,2026-08-24T16:26:30.114591,AST-1023,T1059.001,PowerShell Execution,Medium,15.74.85.51,Alerted,0,0
EVT-1e9b223e,2026-08-18T15:26:30.114605,AST-1019,T1003.001,LSASS Memory Credential Dumping,High,190.126.213.35,Alerted,0,0
EVT-d32d7452,2026-08-09T19:26:30.114617,AST-1011,T1078,Valid Accounts,Medium,192.93.105.57,Blocked,0,0
EVT-031be49b,2026-08-23T11:26:30.114630,AST-1019,T1078,Valid Accounts,Medium,105.25.100.216,Alerted,0,0
EVT-b6283920,2026-08-11T21:26:30.114640,AST-1042,T1486,Data Encrypted for Impact (Ransomware),Critical,114.64.196.169,Blocked,0,0
EVT-31799b0a,2026-08-14T14:26:30.114651,AST-1007,T1110.001,Password Guessing,Low,119.248.173.10,Blocked,0,0
EVT-358d556f,2026-08-19T22:26:30.114662,AST-1013,T1003.001,LSASS Memory Credential Dumping,High,96.86.217.134,Alerted,0,0
EVT-719e9474,2026-08-17T15:26:30.114674,AST-1026,T1486,Data Encrypted for Impact (Ransomware),Critical,80.3.145.248,Allowed,28,0
EVT-5328d589,2026-08-31T16:26:30.114685,AST-1040,T1003.001,LSASS Memory Credential Dumping,High,253.207.18.13,Alerted,0,0
EVT-d68ecf57,2026-08-07T19:26:30.114696,AST-1033,T1003.001,LSASS Memory Credential Dumping,High,26.38.180.232,Blocked,0,0
EVT-0938e68a,2026-08-12T15:26:30.114708,AST-1009,T1486,Data Encrypted for Impact (Ransomware),Critical,252.9.255.22,Allowed,47,0
EVT-3453d875,2026-08-16T22:26:30.114719,AST-1021,T1003.001,LSASS Memory Credential Dumping,High,86.43.147.252,Alerted,0,0
EVT-37dac3d4,2026-08-21T15:26:30.114730,AST-1022,T1059.001,PowerShell Execution,Medium,126.218.102.48,Alerted,0,0
EVT-cb96c7b0,2026-08-24T04:26:30.114740,AST-1046,T1110.001,Password Guessing,Low,67.26.206.78,Allowed,0,0
EVT-f783a38d,2026-08-08T01:26:30.114750,AST-1011,T1078,Valid Accounts,Medium,196.169.60.73,Allowed,0,0
EVT-116a3dcf,2026-08-03T08:26:30.114761,AST-1047,T1486,Data Encrypted for Impact (Ransomware),Critical,119.141.218.93,Allowed,21,0
EVT-e49c4a79,2026-08-15T19:26:30.114774,AST-1027,T1059.001,PowerShell Execution,Medium,208.174.171.2,Allowed,0,0
EVT-fdcd713b,2026-08-18T20:26:30.114798,AST-1024,T1110.001,Password Guessing,Low,221.21.75.66,Alerted,0,0
EVT-56a1fe80,2026-08-23T08:26:30.114813,AST-1048,T1486,Data Encrypted for Impact (Ransomware),Critical,171.66.158.209,Allowed,61,0
EVT-1ee066f4,2026-08-20T17:26:30.114824,AST-1048,T1059.001,PowerShell Execution,Medium,10.163.144.84,Allowed,0,0
EVT-c42088df,2026-08-03T00:26:30.114834,AST-1048,T1078,Valid Accounts,Medium,5.221.188.229,Blocked,0,0
EVT-140520c4,2026-08-17T20:26:30.114846,AST-1000,T1078,Valid Accounts,Medium,143.9.246.44,Blocked,0,0
EVT-d8f7c453,2026-08-15T06:26:30.114860,AST-1039,T1059.001,PowerShell Execution,Medium,244.202.246.244,Blocked,0,0
EVT-316d47f2,2026-08-17T22:26:30.114874,AST-1016,T1078,Valid Accounts,Medium,34.249.45.118,Allowed,0,0
EVT-77de0158,2026-08-26T21:26:30.114886,AST-1048,T1003.001,LSASS Memory Credential Dumping,High,219.223.93.130,Blocked,0,0
EVT-8174f89f,2026-08-10T05:26:30.114896,AST-1033,T1003.001,LSASS Memory Credential Dumping,High,22.152.182.192,Alerted,0,0
EVT-da1fcdb6,2026-08-08T10:26:30.114908,AST-1027,T1110.001,Password Guessing,Low,221.144.23.91,Allowed,0,0
EVT-c4dad946,2026-08-30T14:26:30.114918,AST-1041,T1059.001,PowerShell Execution,Medium,96.201.158.39,Allowed,0,0
EVT-2a1865c0,2026-08-18T04:26:30.114931,AST-1024,T1078,Valid Accounts,Medium,249.121.52.91,Allowed,0,0
EVT-59f13498,2026-08-09T16:26:30.114940,AST-1008,T1078,Valid Accounts,Medium,182.238.105.84,Blocked,0,0
EVT-f6658817,2026-08-13T23:26:30.114951,AST-1042,T1078,Valid Accounts,Medium,139.114.48.30,Alerted,0,0
EVT-52013f3c,2026-08-12T07:26:30.114961,AST-1008,T1078,Valid Accounts,Medium,145.110.151.47,Blocked,0,0
EVT-5c865d55,2026-08-19T23:26:30.114970,AST-1027,T1110.001,Password Guessing,Low,189.223.141.215,Allowed,0,0
EVT-95e38316,2026-08-03T04:26:30.114981,AST-1029,T1078,Valid Accounts,Medium,39.202.79.88,Allowed,0,0
EVT-269bd04f,2026-08-28T20:26:30.114993,AST-1043,T1078,Valid Accounts,Medium,180.209.62.68,Blocked,0,0
EVT-3996d415,2026-08-21T11:26:30.115004,AST-1004,T1486,Data Encrypted for Impact (Ransomware),Critical,41.81.82.98,Blocked,0,0
EVT-2079866b,2026-08-14T01:26:30.115016,AST-1040,T1059.001,PowerShell Execution,Medium,25.13.54.109,Blocked,0,0
EVT-d270d599,2026-08-08T10:26:30.115029,AST-1044,T1059.001,PowerShell Execution,Medium,106.223.153.105,Blocked,0,0
EVT-4b3c160f,2026-08-10T12:26:30.115041,AST-1016,T1059.001,PowerShell Execution,Medium,230.222.117.22,Alerted,0,0
EVT-48adadc6,2026-08-06T10:26:30.115052,AST-1029,T1110.001,Password Guessing,Low,119.34.116.254,Allowed,0,0
EVT-8284086e,2026-08-23T06:26:30.115062,AST-1008,T1110.001,Password Guessing,Low,31.42.19.113,Blocked,0,0
EVT-d1408427,2026-08-08T00:26:30.115073,AST-1028,T1003.001,LSASS Memory Credential Dumping,High,78.45.139.32,Alerted,0,0
EVT-be8e080a,2026-08-06T11:26:30.115085,AST-1011,T1078,Valid Accounts,Medium,131.231.183.121,Alerted,0,0
EVT-7456b0ca,2026-08-14T16:26:30.115097,AST-1034,T1486,Data Encrypted for Impact (Ransomware),Critical,192.174.140.70,Alerted,0,0
EVT-58a013c9,2026-08-29T17:26:30.115107,AST-1040,T1078,Valid Accounts,Medium,87.111.160.3,Allowed,0,0
EVT-232d45f4,2026-08-25T14:26:30.115118,AST-1046,T1003.001,LSASS Memory Credential Dumping,High,117.18.219.59,Alerted,0,0
EVT-8a6bca58,2026-08-31T01:26:30.115128,AST-1025,T1110.001,Password Guessing,Low,226.130.15.245,Allowed,0,0
EVT-568f7464,2026-08-10T12:26:30.115139,AST-1003,T1486,Data Encrypted for Impact (Ransomware),Critical,253.115.9.100,Allowed,69,0
EVT-4185c8b4,2026-08-24T04:26:30.115151,AST-1041,T1003.001,LSASS Memory Credential Dumping,High,227.16.88.246,Alerted,0,0
EVT-10613e7b,2026-08-04T16:26:30.115162,AST-1031,T1078,Valid Accounts,Medium,34.26.161.69,Allowed,0,0
EVT-7d7bcf31,2026-08-03T06:26:30.115173,AST-1019,T1486,Data Encrypted for Impact (Ransomware),Critical,192.3.101.127,Blocked,0,0
EVT-4331265c,2026-08-06T04:26:30.115184,AST-1014,T1110.001,Password Guessing,Low,91.253.9.216,Alerted,0,0
EVT-0ffb0e38,2026-08-03T16:26:30.115194,AST-1007,T1059.001,PowerShell Execution,Medium,151.1.252.194,Alerted,0,0
EVT-8fee55c3,2026-08-28T20:26:30.115206,AST-1040,T1078,Valid Accounts,Medium,182.97.67.102,Allowed,0,0
EVT-e42513c4,2026-08-22T05:26:30.115218,AST-1019,T1486,Data Encrypted for Impact (Ransomware),Critical,24.74.87.22,Allowed,17,0
EVT-e4ce8ea0,2026-08-23T14:26:30.115228,AST-1027,T1078,Valid Accounts,Medium,58.114.248.210,Blocked,0,0
EVT-937eee17,2026-08-17T21:26:30.115240,AST-1012,T1486,Data Encrypted for Impact (Ransomware),Critical,74.188.167.30,Allowed,7,0
EVT-1e6647cc,2026-08-05T16:26:30.115253,AST-1030,T1059.001,PowerShell Execution,Medium,150.126.17.16,Blocked,0,0
EVT-d762d835,2026-08-22T11:26:30.115264,AST-1008,T1486,Data Encrypted for Impact (Ransomware),Critical,184.141.193.193,Blocked,0,0
EVT-6a496eb6,2026-09-01T08:26:30.115279,AST-1000,T1059.001,PowerShell Execution,Medium,56.191.65.182,Alerted,0,0
EVT-f9a2e8c5,2026-08-12T15:26:30.115290,AST-1019,T1110.001,Password Guessing,Low,144.135.184.81,Allowed,0,0
EVT-14edfda7,2026-08-06T22:26:30.115300,AST-1024,T1078,Valid Accounts,Medium,52.165.37.5,Blocked,0,0
EVT-fc94b7d0,2026-08-29T02:26:30.115314,AST-1035,T1003.001,LSASS Memory Credential Dumping,High,152.162.69.244,Alerted,0,0
EVT-0bb6f5a9,2026-08-27T11:26:30.115326,AST-1003,T1078,Valid Accounts,Medium,63.20.161.56,Alerted,0,0
EVT-8697037a,2026-08-26T23:26:30.115338,AST-1035,T1003.001,LSASS Memory Credential Dumping,High,106.159.80.143,Blocked,0,0
EVT-5b319dc0,2026-08-24T18:26:30.115351,AST-1030,T1059.001,PowerShell Execution,Medium,62.114.152.10,Allowed,0,0
EVT-f95c66db,2026-08-11T22:26:30.115360,AST-1002,T1059.001,PowerShell Execution,Medium,91.164.72.26,Alerted,0,0
EVT-6e00583d,2026-08-13T19:26:30.115371,AST-1029,T1078,Valid Accounts,Medium,19.110.189.147,Alerted,0,0
EVT-52b399f2,2026-08-24T22:26:30.115382,AST-1047,T1078,Valid Accounts,Medium,234.168.9.218,Blocked,0,0
EVT-74a0800d,2026-08-26T10:26:30.115392,AST-1017,T1110.001,Password Guessing,Low,121.1.33.82,Allowed,0,0
EVT-39794149,2026-08-07T18:26:30.115402,AST-1026,T1059.001,PowerShell Execution,Medium,164.240.130.193,Alerted,0,0
EVT-72dfe41d,2026-08-29T22:26:30.115413,AST-1007,T1003.001,LSASS Memory Credential Dumping,High,207.48.175.35,Blocked,0,0
EVT-7aa987ef,2026-08-08T07:26:30.115424,AST-1029,T1078,Valid Accounts,Medium,161.153.178.51,Alerted,0,0
EVT-3e235fec,2026-08-24T07:26:30.115434,AST-1026,T1110.001,Password Guessing,Low,235.31.2.86,Alerted,0,0
EVT-7c8291d1,2026-08-06T13:26:30.115445,AST-1019,T1110.001,Password Guessing,Low,58.91.53.113,Allowed,0,0
EVT-c2c82c25,2026-09-01T13:26:30.115455,AST-1036,T1078,Valid Accounts,Medium,3.38.143.40,Blocked,0,0
EVT-c6c923b1,2026-08-19T03:26:30.115466,AST-1039,T1059.001,PowerShell Execution,Medium,161.2.128.143,Alerted,0,0
EVT-0537ab73,2026-08-10T21:26:30.115477,AST-1003,T1486,Data Encrypted for Impact (Ransomware),Critical,205.71.72.42,Allowed,15,0
EVT-54a2279f,2026-08-05T01:26:30.115487,AST-1023,T1078,Valid Accounts,Medium,254.129.189.251,Allowed,0,0
EVT-167bd1ef,2026-08-12T23:26:30.115497,AST-1047,T1110.001,Password Guessing,Low,80.103.208.92,Allowed,0,0
EVT-76b58a4e,2026-08-16T15:26:30.115508,AST-1008,T1110.001,Password Guessing,Low,159.250.202.187,Allowed,0,0
EVT-f428c0e7,2026-08-11T06:26:30.115522,AST-1011,T1486,Data Encrypted for Impact (Ransomware),Critical,78.127.254.8,Allowed,28,0
EVT-ccdaafac,2026-08-20T04:26:30.115534,AST-1002,T1003.001,LSASS Memory Credential Dumping,High,209.112.243.101,Blocked,0,0
EVT-20a8edaa,2026-08-10T13:26:30.115546,AST-1019,T1003.001,LSASS Memory Credential Dumping,High,249.74.112.58,Allowed,0,6516
EVT-1b8de97b,2026-08-22T15:26:30.115557,AST-1017,T1059.001,PowerShell Execution,Medium,39.171.138.101,Blocked,0,0
EVT-fe8e445c,2026-08-15T16:26:30.115569,AST-1004,T1110.001,Password Guessing,Low,128.140.112.163,Alerted,0,0
EVT-6f557c87,2026-08-08T13:26:30.115582,AST-1040,T1003.001,LSASS Memory Credential Dumping,High,139.175.66.87,Allowed,0,20876
EVT-dca46798,2026-08-15T07:26:30.115607,AST-1038,T1110.001,Password Guessing,Low,157.227.227.170,Blocked,0,0
EVT-30b7695c,2026-08-17T16:26:30.115636,AST-1023,T1078,Valid Accounts,Medium,184.255.56.19,Allowed,0,0
EVT-63fa604b,2026-08-18T22:26:30.115663,AST-1041,T1003.001,LSASS Memory Credential Dumping,High,44.27.194.217,Allowed,0,22938
